,Query,Text,Tweet Sentiment,Created At,ID,Hashtags,User Name,Retweet Count,Favorite Count,User Description,User Sentiment,Follower Count,Verified?,Replies,Reply Sentiment
1,acab,@cursedtransmed @sebthescorp @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform… https://t.co/KMuVG3oPGD,0.0,2020-06-16 18:00:58,1272952322696646657,[],ॣ di ⋆ ❀✮❅ ᵇˡᵐ,0,5,17||W O M A N||🇲🇽🏳️‍🌈|| R.B💚,0.0,114,False,['@WATERMELONDITA @cursedtransmed @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1… https://t.co/muAGwyOiJJ'],0.0
2,acab,@MolnarManifesto And also ACAB. He’s doing a really bad job at proving otherwise.,-0.5849,2020-06-16 18:00:23,1272952174121811968,[],🕷🕸gwendolyn🕸🕷,0,0,Dental hygienist and medium 🦷🔮  @designs.by.gwen on Instagram for art,-0.5849,172,False,['@lowercasegwen Acab?'],0.0
3,acab,@cursedtransmed @sebthescorp @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform… https://t.co/Zm2zx3y8hF,0.0,2020-06-16 18:00:21,1272952166316158976,[],ॣ di ⋆ ❀✮❅ ᵇˡᵐ,0,5,17||W O M A N||🇲🇽🏳️‍🌈|| R.B💚,0.0,114,False,['@WATERMELONDITA @sebthescorp @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform… https://t.co/al8v8STc9O'],0.0
4,acab,@sebthescorp @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform @bigharry___… https://t.co/NeWiigRiLF,0.0,2020-06-16 17:59:47,1272952024103940096,[],certified homie,0,5,ftm transsexual // 21 // post op,0.0,40,False,['@cursedtransmed @sebthescorp @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform… https://t.co/Zm2zx3y8hF'],0.0
5,acab,@sebthescorp @cursedtransmed @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform… https://t.co/B4sGEgLnS9,0.0,2020-06-16 17:59:44,1272952013400215552,[],🌈 ❅ Kai ❅ 🌈,0,4,"Please don't be delusional.

23 • real lesbian 🏳️‍🌈 • Gay or European? BOTH.🇪🇺",0.0,96,False,['@wedontbelievew5 @cursedtransmed @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1… https://t.co/LlIzU7fs7j'],0.0
6,acab,Police rioting against *checks notes* health care workers. #FTP #ACAB #16juin #soignants https://t.co/S2qmLB3H70,0.4939,2020-06-16 17:59:06,1272951850384359424,"[{'text': 'FTP', 'indices': [59, 63]}, {'text': 'ACAB', 'indices': [64, 69]}, {'text': '16juin', 'indices': [70, 77]}, {'text': 'soignants', 'indices': [78, 88]}]",Andy Palmer 🇵🇸,0,1,"Slightly ranty Anarcho-Syndicalist, Nature Loving Permaculturist, Radical Autodidact and Foul-Mouthed former Firefighter.",0.4939,949,False,['@firemanlala The footage of them being given a good kicking by the sapeurs-pompiers the other lifted my spirits aft… https://t.co/4f2X49FlLK'],0.4404
7,acab,@cursedtransmed @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform @bigharry___… https://t.co/NJk3PidVVH,0.0,2020-06-16 17:58:51,1272951787314655234,[],𖤐 seb 𖤐,0,3,| ⚣ | ✮ | ❅ | ॣ | intp | exclusionist | #BlackLivesMatter |,0.0,162,False,"['@sebthescorp @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform @bigharry___… https://t.co/NeWiigRiLF', '@sebthescorp @cursedtransmed @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform… https://t.co/B4sGEgLnS9']",0.0
8,acab,@sunnywayday @sebthescorp @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform @bigharry___… https://t.co/BTag9IFt8y,0.0,2020-06-16 17:58:10,1272951617193566208,[],certified homie,0,6,ftm transsexual // 21 // post op,0.0,40,False,['@cursedtransmed @sunnywayday @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform @bigharry___… https://t.co/NJk3PidVVH'],0.0
9,acab,thought this meant a blood stained p0l1ce uniform and was gonna say hoseok ACAB. but apparently not https://t.co/JdI7nsh02e,0.0,2020-06-16 17:57:36,1272951476047040512,[],carmen,0,1,🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍,0.0,63,False,['@imsohaaapy i’m sorry 😔😔 but someone should def tweet that'],0.0387
10,acab,"ACAB.
Two Police Unions Spread A False Rumor That Shake Shack Workers Intentionally Poisoned Three NYPD Cops… https://t.co/YDbMBfmHX1",-0.5994,2020-06-16 17:57:17,1272951395633655808,[],"ANTI RACIST, ANTI POLICE BRUTALITY",0,0,definitely NOT a radical nonagenarian secretly enlisted in a non-hierarchical autonomous legion of non-identifying anti-fascist activism.,-0.5994,335,False,['@gnusMF @juliareinstein ...shake shack donated to Black Lives Matter...then police smear them because of diarrhea f… https://t.co/AcVVGd01SZ'],-0.4939
11,acab,@FanSince09 “Call Me ACAB” kind of half works on multiple levels.,0.0,2020-06-16 17:57:02,1272951330785591297,[],Matt Taylor,0,0,"Matt Taylor: Formerly of Dickinson Law, University of Delaware, and Caesar Rodney High School. Currently of nothing in particular. #lickface (TM)",0.0,89,False,['@MattTaylor26 but its Call Me Ishmael not Call Me Ahab'],0.0
12,acab,@sunnywayday @sebthescorp @cursedtransmed @anthrorepbl17 @canofplums @r_ullat @lucidbaker @AdrienKenny1 @notesform… https://t.co/87bzywEOvB,0.0,2020-06-16 17:52:37,1272950219982995461,[],:),0,6,she/her•blm•acab•hesbian anti•intp-t,0.0,47,False,['@xXGabe_ItchXx @sunnywayday @sebthescorp @cursedtransmed @anthrorepbl17 @canofplums @r_ullat @lucidbaker… https://t.co/gcjdjRu89Y'],0.0
13,acab,"@dannytheowlpug @wolfy2368 @shutterthedeer It wasn't the ONLY factor, but if it weren't for ACAB his dad would be alive",0.5267,2020-06-16 17:52:31,1272950195467227138,[],⚙Ð͢ë͞ş⚙,0,0,"M, 28, Christian, Brony, Furry, Audiophile, WubAddict, uncreative, Perfectionist, terrible memory, Mechanic, into ASMR, sometimes blunt, always honest",0.5267,693,False,"[""@BronyDestined @wolfy2368 @shutterthedeer If it weren't for police brutality and a racist system, ACAB wouldn't exi… https://t.co/nneMMDxlTR""]",-0.1974
14,acab,are there any firefighters that say acab? too many of them got cops as a spouse,0.0,2020-06-16 17:51:48,1272950013790994432,[],Anti-commerical Radical Artist,0,1,i met my soulmate on tinder • RRC • he/him,0.0,271,False,['@KingJamesKane a lot of firefighters are super racist soooo'],-0.0258
15,acab,"Announcement:

I support the BLM movement.

I do NOT support the ACAB movement.

That's profiling too.
Yes, the sys… https://t.co/WZjNZ7VBvW",0.484,2020-06-16 17:51:19,1272949894207193088,[],⚙Ð͢ë͞ş⚙,0,0,"M, 28, Christian, Brony, Furry, Audiophile, WubAddict, uncreative, Perfectionist, terrible memory, Mechanic, into ASMR, sometimes blunt, always honest",0.484,693,False,"['Defunding or abolishing the police is a STUPID idea, and everyone who is calling for completely defunding the polic… https://t.co/m53QEHAfua']",-0.6289
16,acab,"@Vicky_ACAB @reproutopia My goodness, this is LOW. But totally in keeping with your strategy of hijacking real issu… https://t.co/pRJ6diFSAE",0.0216,2020-06-16 17:50:50,1272949772001968128,[],GretchenBee,0,9,Scottish adult human female. Concerned feminist. Never hateful.,0.0216,256,False,"['@Vicky_ACAB @reproutopia Did you know ""Don\'t listen to them, they\'re uncool and outdated"" was a first tactic of the witch persecutors 🤔']",-0.3612
17,acab,@BronyDestined @wolfy2368 @shutterthedeer ACAB didn't result in his dad's death. You are failing to look at the root cause.,-0.802,2020-06-16 17:48:55,1272949290441285635,[],🏳️‍🌈👑Königshiba👑🏳️‍🌈,0,0,"He/him, 🏳️‍🌈. My discord is König - Shiba#0138. Supports trans rights, progressive, black lives matter. (ALSO A METAL HEAD FCK FUCK)",-0.802,37,False,"[""@dannytheowlpug @wolfy2368 @shutterthedeer It wasn't the ONLY factor, but if it weren't for ACAB his dad would be alive""]",0.5267
0,looting,@pandlsmith @FacePRX @thedsggroup Okay. So I think that one can exercise their right to protest as long as they're… https://t.co/X1oc62M9m5,-0.0258,2020-06-16 19:01:06,1272967455850336258,[],Rosy 🐙,0,0,"I tweet constantly for a month, then disappear for a year.",-0.0258,30,False,"[""@pandlsmith @FacePRX @thedsggroup At last year's marches in Iran, women took off their hijabs in protest. This is o… https://t.co/3iEYOPH4px""]",-0.25
1,looting,@LeaFinesser her image is how she's a millionaire.. so if chasing dababy around and talking bout sex on a show get… https://t.co/HDimPwk6EO,0.0,2020-06-16 19:01:01,1272967431858851840,[],the libra .,0,0,tenn state | fmoig @ itss.taty,0.0,1450,False,['@_itsstaty We just go agree to disagree on this'],-0.0258
2,looting,A tiny Ohio town’s Black Lives Matter event was overrun by armed counterprotesters https://t.co/sX8NhbPhIx More tow… https://t.co/QUhwK8wFMt,0.0258,2020-06-16 19:00:23,1272967276560556033,[],Shirley Sale,0,0,,0.0258,9,False,['It was great that the town of Bethel stood up in force to stop this in their town and everyone needs to do this in… https://t.co/68l1PNsEZN'],0.4404
3,looting,@CrystalShadow15 @f1xxxar @PopeProduces @ThaddeusRussell Considering the fact that extremely violent people were sh… https://t.co/UGXdNjoNDO,-0.6361,2020-06-16 18:59:46,1272967120511434752,[],Blissbot 🇺🇸,0,0,"Liberty-minded writer with minor comedic skills & a counter-cultural social flare. Points out hypocrisy and beauty in its various forms. A ""chaotic-good"" troll.",-0.6361,109,False,"['@Vanoffanelia @f1xxxar @PopeProduces @ThaddeusRussell No, this was people who have watched the failures of reform,… https://t.co/sos2qnoJbS']",-0.4588
0,george floyd,"Washington Post Headline: Trump signs police reform executive order that focuses on training, falls short of protes… https://t.co/4z9wDnAtWV",0.0,2020-06-16 20:05:48,1272983735630094342,[],Jason Wesley,0,0,Live Life on Purpose!,0.0,625,False,['Politico: Trumps answer to protests: Police-friendly Reforms\n\nFox News: Trump Delivers Remarks &amp; Signs Executive Or… https://t.co/PaDrReE69B'],-0.2263
1,george floyd,@kylegriffin1 That’s because he’s talking about the issues. This bullshit police reform/ fake ass George Floyd crap… https://t.co/hGeGCpvliC,-0.9022,2020-06-16 20:04:59,1272983532760117251,[],jnagy75,0,0,,-0.9022,4,False,['@kylegriffin1 Unless he actually goes after the perpetrators of the hoaxes. Which he better.'],0.2263
2,george floyd,Police Officers All Over America Are Quitting Their Jobs Because Of The George Floyd Protests https://t.co/LqQjTKro04 via @Revelation1217,-0.2263,2020-06-16 20:03:32,1272983165322354689,[],Scott Kelley Ernest 🏳️‍⚧️ 🏳️‍🌈,2,2,He/They｜Former Extremist｜Founder @HandsofEir｜Public Health-Infection Control｜Gen X｜Heathen｜Queer｜Non-Binary｜Polysexual｜Polyamorous｜Sex-Positive｜Kink｜RPGs｜Metal,-0.2263,2091,False,['@scottkernest @Revelation1217 Best news that I have heard...\n\nGet them hoes out of here...'],0.6369
3,george floyd,"btw that george floyd video is fake and ur all idiots, after the floyd video, the same thing happened in 3 differen… https://t.co/UPtzvinWHK",-0.4767,2020-06-16 20:03:29,1272983155813867520,[],sayk,0,0,https://t.co/GQXJBqzdh2,-0.4767,885,False,"['the videos been debunked several times by many different ppl but dont believe me n keep living in ur sheep state reality', 'how obvious could it be ur getting played, yall think u on some shit but u just some pawns for the new world order']",-0.07655
4,george floyd,Were You Arrested During A Recent Protest? We Want To Hear From You. https://t.co/GODEDqRzRF,-0.5859,2020-06-16 20:03:24,1272983131780517893,[],Zoe Tillman,7,10,"Senior reporter @BuzzFeedNews covering courts, justice, and the intersection of law and politics. zoe.tillman@buzzfeed.com",-0.5859,116395,True,['@ZoeTillman Protestors or Rioters? Please clarify'],0.3182
5,george floyd,Breaking Mad took a break (no pun intended) to find healing and strength in community following the difficult event… https://t.co/mdCincgAim,-0.3612,2020-06-16 20:03:13,1272983088663080970,[],TheBreakingMadTeam,1,1,We are a trio of African therapists working hard to change how we think and talk about health in the UK Black Community. Enquiries: thebreakingmadteam@gmail.com,-0.3612,878,False,['We strongly believe that the individualisation of psychological problems stems from a system that subjugates black… https://t.co/CXUrvqJ6QR'],-0.1531
6,george floyd,Chicagoland residents of different races have been crossing neighborhood and ethnic lines in recent weeks to work t… https://t.co/N0v9J0wW9G,0.0,2020-06-16 20:03:06,1272983058845765635,[],Chicago Tribune,1,3,Breaking news since 1847,0.0,1119752,True,"['@chicagotribune Convict officers and citizens charged with hate crimes and racist. Until whites reach that level of… https://t.co/C1qeIHHMPz', '@chicagotribune Service workers and contractors do it on the daily basis without assistance of the media']",-0.42775
7,george floyd,"@aishaismad @nocornpop2020 A month or so later, George Floyd is murdered, reinforcing developing thoughts of how ca… https://t.co/TVfDvfzTXU",-0.6597,2020-06-16 20:02:48,1272982980638760960,[],Anagoge,0,0,I’m pretentious af,-0.6597,34,False,"['@aishaismad @nocornpop2020 The life experience is there for zoomers imo, and shouldn’t be dismissed. Radicalization… https://t.co/KSn7X01uax']",0.0
8,george floyd,@LaSonya_Wilson @ddale8 I agree. He didn’t even mention George Floyd’s name today.,0.3612,2020-06-16 20:02:39,1272982946446630915,[],Elizabeth Bradbury,0,1,Resist. Human rights for all humans. Peace Corps/Korea. Monterey (Middlebury) Institute of International Studies. MAGAts blocked. ♥️🇰🇷🇺🇸,0.3612,9612,False,"[""@isabellabc @ddale8 It was probably best he didn't.  He doesn't know how to address these kinds of situations.""]",0.6369
9,george floyd,So we had to do a music segment for a conversation with George Floyd’s pastor on vicetv’s YouTube channel...I went… https://t.co/y99RdwnSRD,0.0,2020-06-16 20:02:35,1272982926989369344,[],D E E J A Y.,0,0,RIP MAMA💜 |singer/songwriter| nun more nun less.,0.0,1427,False,['Bringing up allegations and his past to justify him being murdered...it’s sick.'],-0.5106
10,george floyd,@ha5euI this was while the BLM movement and justice for george floyd’s death was just starting up she was talking a… https://t.co/fdI5sFrFWU,-0.128,2020-06-16 20:02:16,1272982847343808514,[],𝗸𝗲𝗹❂⁷,0,0,"#𝗛𝗼𝘀𝗲𝗼𝗸: 𝗬𝗼𝘂, 𝗮𝗿𝗲 𝘁𝗵𝗲 𝗹𝗲𝗮𝗱𝗲𝗿 𝗼𝗳 𝘆𝗼𝘂𝗿 𝗼𝘄𝗻 𝗹𝗶𝗳𝗲 .",-0.128,639,False,['@K00SDYKE yikes 😐😐😐'],0.0
11,george floyd,@seriouspoolman Are these the same places where they said peaceful protest and then at night everything was burnt t… https://t.co/qghMLUOdvH,0.296,2020-06-16 20:02:15,1272982842780184576,[],Randi Marsh,0,0,"Wife and mom of two rowdy boys.
#Conservative
#Christian
#Prolife",0.296,119,False,['@seriouspoolman And this\n\nhttps://t.co/jrqLmg1yUc'],0.0
12,george floyd,"@yourboycoly @thehill George Floyd did not deserve that. 

This idiot got in the way of the police and they barely… https://t.co/DSRJBz0yLd",-0.596,2020-06-16 20:01:52,1272982747955572738,[],.,0,0,The Left killed logic.,-0.596,0,False,"[""@SufferingGladly @thehill ''the idiot'' was 75 years old, police are not trained to harm nor push people but to PRO… https://t.co/jXcRpWU5SV""]",-0.058
